month,qqq_sc,ivv_sc,iau_sc,p1_mode,p2_mode,gold_mode,eff_equity,gold_exp,cash_exp,monthly_ret,cum_ret,drawdown
2019-12-02,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.06397632144623722,12.945974435188644,-0.02487685935271173
2020-01-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.029750779843652486,14.02191003381108,-0.008147219554050745
2020-02-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.08381579558564123,14.720399652531391,-0.030405592630297906
2020-03-02,3,0,3,qqq,cash,iau,0.45,0.1,0.45000000000000007,-0.03169711640587747,13.533295799172706,-0.16607298166541185
2020-04-01,0,0,3,cash,cash,iau,0.0,0.1,0.9,0.008216828934161757,12.823536709655018,-0.20980861635785233
2020-05-01,3,0,3,qqq,cash,iau,0.45,0.1,0.45000000000000007,0.030291280303892387,12.774907031146537,-0.21280519630430017
2020-06-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.06924532972604203,13.429935558286228,-0.1724420804256764
2020-07-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.13014687537136305,14.462019043054386,-0.1088446895242158
2020-08-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.16517111772191684,16.371433210466794,0.0
2020-09-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.09545460052306631,19.18182830427295,0.0
2020-10-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.05507291635525369,17.299774328258632,-0.11583396058383887
2020-11-02,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.19570660743276624,16.20768197697791,-0.1716491955451006
2020-12-01,3,3,1,qld,sso,cash,1.8,0.0,-0.8,0.07900762446553533,19.592109755934874,0.0
2021-01-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.011653650209045963,20.659834093140837,-3.370559819250349e-05
2021-02-01,3,3,1,qld,sso,cash,1.8,0.0,-0.8,0.019560559025188162,21.197154582305654,-0.03810404737791834
2021-03-01,3,3,0,qld,sso,cash,1.8,0.0,-0.8,0.0513374773005959,21.8591936094761,-0.04648323651724069
2021-04-01,3,3,0,qld,sso,cash,1.8,0.0,-0.8,0.10417171243322487,22.456130932859324,-0.020444318761935917
2021-05-03,3,3,0,qld,sso,cash,1.8,0.0,-0.8,-0.008101475453801132,24.09861943510841,-0.015340533231662382
2021-06-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.07655775678455612,23.877895291417122,-0.02435922902107056
2021-07-01,3,3,0,qld,sso,cash,1.8,0.0,-0.8,0.04819661332315328,25.94320077046323,0.0
2021-08-02,3,3,1,qld,sso,cash,1.8,0.0,-0.8,0.06787706200114307,26.997672474080183,-0.017763381639212816
2021-09-01,3,3,2,qld,sso,cash,1.8,0.0,-0.8,-0.09915838086532291,28.944551525483114,-0.0001146136601031899
2021-10-01,3,3,0,qld,sso,cash,1.8,0.0,-0.8,0.14371687455548998,26.47511314241352,-0.08991908088775898
2021-11-01,3,3,0,qld,sso,cash,1.8,0.0,-0.8,0.009843471345661436,29.910333859806016,0.0
2021-12-01,3,3,0,qld,sso,cash,1.8,0.0,-0.8,0.046993810963289695,29.27897661584686,-0.07574219973139847
2022-01-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.12759782864308422,31.88184491253698,-0.00463706640567788
2022-02-01,1,2,2,cash,ivv_partial,cash,0.315,0.0,0.685,-0.009605816964965319,27.515586440010257,-0.140953263099059
2022-03-01,0,1,3,cash,cash,iau,0.0,0.1,0.9,0.001752221892308281,27.24379943235368,-0.1494385535204892
2022-04-01,1,3,3,cash,sso,iau,0.9,0.1,-2.7755575615628914e-17,-0.026821157198308576,27.27912899936738,-0.14833555143382057
2022-05-02,0,0,3,cash,cash,iau,0.0,0.1,0.9,-0.0017394176236943393,26.452762548029014,-0.17413501622278071
2022-06-01,0,0,0,cash,cash,cash,0.0,0.0,1.0,0.0012463731897032204,26.46166537484776,-0.17385706669244766
2022-07-01,0,0,0,cash,cash,cash,0.0,0.0,1.0,0.0017733163820039533,26.49521420231868,-0.1728096599497791
2022-08-01,0,0,0,cash,cash,cash,0.0,0.0,1.0,0.002403949654507853,26.543062217535578,-0.1713158273022767
2022-09-01,0,0,0,cash,cash,cash,0.0,0.0,1.0,0.0026087906041549758,26.60729269250059,-0.16931052823119974
2022-10-03,0,0,0,cash,cash,cash,0.0,0.0,1.0,0.0029541362179190678,26.67719244776924,-0.16712823214223124
2022-11-01,0,0,0,cash,cash,cash,0.0,0.0,1.0,0.0033000028623551003,26.756764864021502,-0.16464395201693352
2022-12-01,1,2,1,cash,ivv_partial,cash,0.315,0.0,0.685,-0.016305305007370374,26.837388030459454,-0.1621268670840667
2023-01-02,0,0,3,cash,cash,iau,0.0,0.1,0.9,0.00960905095289255,26.403091505083857,-0.17568576446699977
2023-02-01,2,3,3,qqq_partial,sso,iau,1.215,0.1,-0.31500000000000006,-0.0319718399302793,27.124230682158494,-0.15317153391378152
2023-03-01,2,2,3,qqq_partial,ivv_partial,iau,0.63,0.1,0.27,0.05123184235525491,25.72731035936653,-0.19678390058535292
2023-04-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.01335383386965261,27.172549528057125,-0.15166300175908676
2023-05-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.06839299837898505,27.42123682062132,-0.14389889294564137
2023-06-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.1086915171734304,29.964787324641073,-0.06448830995171784
2023-07-03,3,3,2,qld,sso,cash,1.8,0.0,-0.8,0.06106364594510194,32.67351836974413,0.0
2023-08-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.037561640970504295,34.32757451049819,-0.007655870839757401
2023-09-01,3,3,2,qld,sso,cash,1.8,0.0,-0.8,-0.0908382681706914,33.28287341987746,-0.037856169252560565
2023-10-02,3,2,0,qld,ivv_partial,cash,1.215,0.0,-0.21500000000000008,-0.029378853507831093,30.46643665275682,-0.1192739370633473
2023-11-01,2,1,3,qqq_partial,cash,iau,0.315,0.1,0.5850000000000001,0.04110122055174403,29.507911123268887,-0.14698306581483153
2023-12-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.08865522147918492,30.83986461441576,-0.10847885320727128
2024-01-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.023042387352599336,33.25611961117482,-0.03862957038495416
2024-02-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.09106001701494515,34.81810370830218,-0.01735142042332635
2024-03-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.0424850158809611,38.00888796398487,0.0
2024-04-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.07922584995172299,38.75285090924885,-0.000554514837312096
2024-05-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.10054832048567297,35.31907099294748,-0.08911253712131018
2024-06-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.0850500936215508,39.38862469845495,-0.018051256149873556
2024-07-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.008973182660163115,42.887824321534,-0.009165213745254008
2024-08-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.024651433205935547,40.70642072432914,-0.111462878173405
2024-09-02,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.040938839208163325,43.20730281011179,-0.056873785568638084
2024-10-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.01859632650992582,44.058823568363444,-0.038286845468048045
2024-11-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.09533753785752297,44.5633855480212,-0.04201321503432439
2024-12-02,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.026245551911039278,48.87378646681265,0.0
2025-01-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.04301283464515748,47.07901945886764,-0.07723656457055172
2025-02-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.040188200289827836,48.46503308907301,-0.050070266001445776
2025-03-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.0705694403113114,45.53950010756248,-0.11571635435486594
2025-04-01,0,1,3,cash,cash,iau,0.0,0.1,0.9,0.008914112799002005,43.80340262630164,-0.14942780499219363
2025-05-01,0,0,3,cash,cash,iau,0.0,0.1,0.9,0.0030886313895766015,44.101017230092424,-0.14364874008775383
2025-06-02,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.10042677228151553,44.98234848784436,-0.12653509554213718
2025-07-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.03690338988944064,48.410289018833694,-0.05997152451833982
2025-08-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.025898452032079522,49.01284286899775,-0.04827116518057668
2025-09-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.08916959351625708,51.89406204959101,-0.016186198160013276
2025-10-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.06301199864581397,56.957398056103955,0.0
2025-11-03,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.014172091012576216,60.454193554973756,-0.00966339506648782
2025-12-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.00826929548932398,58.85558984085136,-0.035851086635616806
2026-01-01,3,3,3,qld,sso,iau,1.8,0.1,-0.9,0.03203375852962265,58.74167994550399,-0.03771711333108604
2026-02-02,3,3,3,qld,sso,iau,1.8,0.1,-0.9,-0.022352971629641116,60.99858685580356,-0.027583481429553795
2026-03-02,2,3,3,qqq_partial,sso,iau,1.215,0.1,-0.31500000000000006,-0.07879527493193683,59.40517730349396,-0.05298501693031232
