Date,TSMOM
1990-10-01,-0.0391713970651
1990-11-01,-0.00567390130774
1990-12-01,0.00830858170148
1991-01-01,-0.00332949367137
1991-02-01,-0.0214632357334
1991-03-01,-0.0189675001139
1991-04-01,0.0335279920337
1991-05-01,-0.00755614048455
1991-06-01,0.00865432143095
1991-07-01,-0.0252208243228
1991-08-01,0.0344704516131
1991-09-01,0.025530572175
1991-10-01,0.00632395239063
1991-11-01,2.89202546824e-05
1991-12-01,0.0750626616748
1992-01-01,-0.0155516462137
1992-02-01,-0.00186608957144
1992-03-01,-0.0182906606584
1992-04-01,0.019652791903
1992-05-01,0.0125574678085
1992-06-01,0.0250241699053
1992-07-01,0.0534608143244
1992-08-01,0.0505338850782
1992-09-01,0.0335581352101
1992-10-01,-0.00642242736132
1992-11-01,0.0161428934125
1992-12-01,0.0205940247143
1993-01-01,0.0243637594366
1993-02-01,0.0543980866662
1993-03-01,-0.00502012827199
1993-04-01,-0.0109789876186
1993-05-01,0.0291507494744
1993-06-01,0.0155921920676
1993-07-01,0.0319723275252
1993-08-01,0.0683124530837
1993-09-01,-0.0218354092088
1993-10-01,0.0448364163518
1993-11-01,0.00845372749512
1993-12-01,0.0618763403157
1994-01-01,0.0113237556706
1994-02-01,-0.0476067314838
1994-03-01,-0.0645314229045
1994-04-01,-0.00267154100586
1994-05-01,0.00451827006266
1994-06-01,-0.0126539208981
1994-07-01,-0.0195695692346
1994-08-01,0.019818197001
1994-09-01,0.0276301886861
1994-10-01,0.0164539197724
1994-11-01,0.0222028144883
1994-12-01,0.0184706444786
1995-01-01,0.00799703747955
1995-02-01,-0.0247475965264
1995-03-01,0.0418829080494
1995-04-01,-0.010414273884
1995-05-01,0.0109390625727
1995-06-01,0.0102943716668
1995-07-01,-0.0144575467
1995-08-01,-0.0156145691337
1995-09-01,0.0450598712264
1995-10-01,0.0175960426564
1995-11-01,0.0327935629125
1995-12-01,0.0156292940421
1996-01-01,-0.0270373369377
1996-02-01,-0.0228422264653
1996-03-01,0.0250101412843
1996-04-01,0.0411666490578
1996-05-01,0.00239541234836
1996-06-01,0.0178020284967
1996-07-01,-0.045052582544
1996-08-01,0.0426292201134
1996-09-01,0.0857125983494
1996-10-01,0.0221179125485
1996-11-01,0.0761269476331
1996-12-01,0.0302506397991
1997-01-01,0.0391017473924
1997-02-01,-0.0160552996317
1997-03-01,0.020536853183
1997-04-01,0.029541879532
1997-05-01,0.00875655612341
1997-06-01,0.0341009865349
1997-07-01,0.074552126362
1997-08-01,-0.0551029469295
1997-09-01,0.0396019365087
1997-10-01,-0.00375770610952
1997-11-01,0.0169985438795
1997-12-01,0.0496992946789
1998-01-01,0.0297760815947
1998-02-01,0.0275002098538
1998-03-01,0.0486037903451
1998-04-01,0.0026556803108
1998-05-01,0.0481595765989
1998-06-01,0.0299044907023
1998-07-01,0.0443308109002
1998-08-01,0.063100425683
1998-09-01,0.007636631235
1998-10-01,-0.0114861119661
1998-11-01,0.0322691212305
1998-12-01,0.038637675999
1999-01-01,-0.00293724850998
1999-02-01,-0.0258629676139
1999-03-01,-0.0384443335606
1999-04-01,-0.00807887774631
1999-05-01,0.00382942955438
1999-06-01,-0.0232683645508
1999-07-01,0.0048770556009
1999-08-01,-0.00189634103684
1999-09-01,0.00379121382254
1999-10-01,0.0187567590447
1999-11-01,0.0595405487744
1999-12-01,0.0667618027453
2000-01-01,0.00347870671206
2000-02-01,0.0190371326937
2000-03-01,-0.034905212254
2000-04-01,0.0177220394053
2000-05-01,0.00963292566468
2000-06-01,0.0113655410429
2000-07-01,-0.000295601419651
2000-08-01,0.0545244987095
2000-09-01,-0.0137931583784
2000-10-01,0.027338240586
2000-11-01,0.0400885659468
2000-12-01,-0.0112890705616
2001-01-01,0.00140829967428
2001-02-01,0.0301856076414
2001-03-01,0.0612331206984
2001-04-01,-0.0622760567654
2001-05-01,-0.000454653511477
2001-06-01,0.0214597823881
2001-07-01,0.00571883157267
2001-08-01,0.039550375738
2001-09-01,0.0937283267343
2001-10-01,0.0494879025584
2001-11-01,-0.0575464027481
2001-12-01,-0.00409158630641
2002-01-01,0.0159484269901
2002-02-01,0.00448793125285
2002-03-01,-0.0499625370524
2002-04-01,0.0167648129763
2002-05-01,0.0285960258019
2002-06-01,0.0613069954502
2002-07-01,0.0565956083227
2002-08-01,0.0331377612595
2002-09-01,0.0684994388667
2002-10-01,-0.0305178506282
2002-11-01,-0.00870303217282
2002-12-01,0.0929358944269
2003-01-01,0.0490144441522
2003-02-01,0.0499062307064
2003-03-01,-0.0265870233674
2003-04-01,-0.000196539035637
2003-05-01,0.0651037735738
2003-06-01,-0.022558400111
2003-07-01,-0.0718800825034
2003-08-01,-0.0207635143304
2003-09-01,0.059499229848599997
2003-10-01,0.0356398037415
2003-11-01,0.0192538163661
2003-12-01,0.0740312388359
2004-01-01,0.00831966077671
2004-02-01,0.0587351874022
2004-03-01,0.00391589331474
2004-04-01,-0.0445723641091
2004-05-01,-0.0144677693417
2004-06-01,-0.0158448600425
2004-07-01,-0.00689842155306
2004-08-01,0.00365464527835
2004-09-01,0.058814122137
2004-10-01,0.0112223411198
2004-11-01,0.0523725398493
2004-12-01,0.00896577055112
2005-01-01,0.023267469828
2005-02-01,-0.0134010049235
2005-03-01,0.00567629181766
2005-04-01,-0.0368072435047
2005-05-01,0.0258171319581
2005-06-01,0.0505092296483
2005-07-01,0.00348434342283
2005-08-01,0.022144319316
2005-09-01,0.0159647903021
2005-10-01,-0.0224097051255
2005-11-01,0.0377488178033
2005-12-01,0.0187721418189
2006-01-01,0.0388701082053
2006-02-01,-0.00404421217174
2006-03-01,0.0509153882861
2006-04-01,0.0248479541906
2006-05-01,-0.0287626564801
2006-06-01,0.00369537986405
2006-07-01,-0.00706818541286
2006-08-01,-0.0137547171227
2006-09-01,0.0139593093092
2006-10-01,0.0160608162791
2006-11-01,0.00951616077912
2006-12-01,0.037558720806
2007-01-01,0.0267549362159
2007-02-01,-0.0343807065971
2007-03-01,0.019407304997
2007-04-01,0.0505929616657
2007-05-01,0.0217605851163
2007-06-01,0.0214990905268
2007-07-01,-0.0546226372931
2007-08-01,-0.022848362142
2007-09-01,0.0411919359972
2007-10-01,0.0494080275252
2007-11-01,-0.0236360388151
2007-12-01,0.0284454776095
2008-01-01,-0.032575099817
2008-02-01,0.0939174198701
2008-03-01,-0.0276668141128
2008-04-01,-0.0217593211267
2008-05-01,0.00122034259518
2008-06-01,0.0792888456349
2008-07-01,-0.0350605534464
2008-08-01,-0.0355209029684
2008-09-01,-0.014832648093
2008-10-01,0.0895220720181
2008-11-01,0.0797285126098
2008-12-01,0.06105732976
2009-01-01,0.00265201687289
2009-02-01,0.0254357805922
2009-03-01,-0.0222581590226
2009-04-01,-0.0447041584469
2009-05-01,-0.0736745472226
2009-06-01,0.0150275030951
2009-07-01,-0.0338408708629
2009-08-01,0.0206192928564
2009-09-01,0.00888006360212
2009-10-01,-0.0230531475503
2009-11-01,0.0434429528637
2009-12-01,-0.0151155424461
2010-01-01,-0.0463332510885
2010-02-01,0.0207607079417
2010-03-01,0.0514204857607
2010-04-01,0.0214877700494
2010-05-01,-0.0514921747607
2010-06-01,0.0117791261727
2010-07-01,-0.0088030779969
2010-08-01,0.0578077515828
2010-09-01,0.0116919185593
2010-10-01,0.0210319752368
2010-11-01,-0.00688888048984
2010-12-01,0.0452591828126
2011-01-01,-0.00671276906886
2011-02-01,0.0416147736803
2011-03-01,-0.0163645374134
2011-04-01,0.0513593655552
2011-05-01,-0.012246470785
2011-06-01,-0.0242229310712
2011-07-01,0.0187571085061
2011-08-01,0.0263421349212
2011-09-01,-0.0945849611696
2011-10-01,-0.0181187789001
2011-11-01,0.0246617085586
2011-12-01,0.0131832178208
2012-01-01,-0.00623208665313
2012-02-01,-0.0214879571745
2012-03-01,0.00209847916288
2012-04-01,0.036490764023
2012-05-01,0.107234215215
2012-06-01,-0.0636018751664
2012-07-01,0.0181326241078
2012-08-01,-0.0174694676036
2012-09-01,-0.0376118011675
2012-10-01,-0.0113961572008
2012-11-01,-0.00264900134177
2012-12-01,0.010385250707
2013-01-01,0.0080957690798
2013-02-01,0.0186606203461
2013-03-01,0.0126983013081
2013-04-01,0.0607688523142
2013-05-01,-0.0222436693411
2013-06-01,0.00531472007195
2013-07-01,0.0340220804376
2013-08-01,-0.00778663641207
2013-09-01,-0.0144524043972
2013-10-01,0.0245396213583
2013-11-01,0.0363830118657
2013-12-01,0.0193695175856
2014-01-01,-0.0482488944452
2014-02-01,-0.00869465283614
2014-03-01,0.011645688268
2014-04-01,-0.000722062826806
2014-05-01,-0.00268123804715
2014-06-01,0.0243748803149
2014-07-01,-0.0058615438313
2014-08-01,0.0338758412857
2014-09-01,0.0394110414201
2014-10-01,0.0084050478894
2014-11-01,0.084803296113
2014-12-01,0.0458486313337
2015-01-01,0.129491238841
2015-02-01,-0.0240541835295
2015-03-01,0.0585835022221
2015-04-01,-0.0658516519984
2015-05-01,0.0139554257057
2015-06-01,-0.0577932799304
2015-07-01,0.0874038404009
2015-08-01,-0.0176570423725
2015-09-01,0.0305831512515
2015-10-01,-0.00661309877042
2015-11-01,0.0429095717558
2015-12-01,-0.0035773173133
2016-01-01,0.0288169837874
2016-02-01,0.0169706333637
2016-03-01,-0.0523720100258
2016-04-01,-0.0480896704647
2016-05-01,0.0117645467231
2016-06-01,0.0708243062693
2016-07-01,-0.0084500002344
2016-08-01,-0.0169674892675
2016-09-01,0.0131674237791
2016-10-01,-0.0346826245002
2016-11-01,-0.0493504776498
2016-12-01,-0.0403386653186
2017-01-01,0.00442382905063
2017-02-01,0.0395647273772
2017-03-01,-0.0172745682176
2017-04-01,-0.0244422060875
2017-05-01,0.00560113968173
2017-06-01,-0.0107887833983
2017-07-01,-0.00143790445917
2017-08-01,-0.00348514688257
2017-09-01,0.0215098610436
2017-10-01,0.0242444167836
2017-11-01,-0.0138266405092
2017-12-01,0.0428796166973
2018-01-01,0.0167216036335
2018-02-01,-0.0545786146709
2018-03-01,-0.0134007521938
2018-04-01,0.00953596979886
2018-05-01,-0.0210983448573
2018-06-01,-0.000737536140949
2018-07-01,-0.00276680253575
2018-08-01,0.027419959803
2018-09-01,-0.0148347937746
2018-10-01,-0.00533356342546
2018-11-01,-0.0255892955003
2018-12-01,-0.00449451576741
2019-01-01,-0.0605780107322
2019-02-01,-0.004816769304
2019-03-01,0.05797930006
2019-04-01,-0.00309110480849
2019-05-01,0.0572597752175
2019-06-01,-0.00386828950312
2019-07-01,0.0265499952697
2019-08-01,0.101684951419
2019-09-01,-0.0575240348092
2019-10-01,-0.0391209066129
2019-11-01,-0.00134658235078
2019-12-01,-0.0284635008467
2020-01-01,0.0166568560683
2020-02-01,0.0123034441714
2020-03-01,0.0907917669612
2020-04-01,-0.0137340976199
2020-05-01,-0.0432550259315
2020-06-01,-0.0164439763081
2020-07-01,-0.027017964066
2020-08-01,-0.0245567493318
2020-09-01,-0.02006142404
2020-10-01,0.00206654872451
2020-11-01,-0.0748018442887
2020-12-01,0.037365163175
2021-01-01,-0.00983518573612
2021-02-01,-0.0452569487623
2021-03-01,-0.000637718439306
2021-04-01,0.0442142424537
2021-05-01,0.029278947945
2021-06-01,-0.0389921611572
2021-07-01,-0.0348219344082
2021-08-01,0.0130777808781
2021-09-01,0.0107977416066
2021-10-01,0.064369749886
2021-11-01,-0.114788544712
2021-12-01,0.0502965507477
2022-01-01,0.0548262669281
2022-02-01,0.0391696743519
2022-03-01,0.101552399345
2022-04-01,0.0517324286402
2022-05-01,0.00357695524663
2022-06-01,-0.00381146543552
2022-07-01,-0.052179369754
2022-08-01,0.0651632320602
2022-09-01,0.0470236081779
2022-10-01,-0.0172574493173
2022-11-01,-0.0688366305583
2022-12-01,0.0155898593579
2023-01-01,-0.0629433475091
2023-02-01,0.0247661148819
2023-03-01,-0.0361873105079
2023-04-01,0.0291254141859
2023-05-01,0.0243531762291
2023-06-01,0.0154480795233
2023-07-01,-0.013835054136
2023-08-01,0.00672707153989
2023-09-01,-0.00778876031428
2023-10-01,-0.00400874331981
2023-11-01,0.0109687008232
2023-12-01,-0.0652751537082
2024-01-01,0.021304831193
2024-02-01,0.0552755791489
2024-03-01,0.0363338509028
2024-04-01,0.017083625279
2024-05-01,0.00411033530164
2024-06-01,-0.0170853277447
2024-07-01,-0.028034807186
2024-08-01,-0.0323125286948
2024-09-01,0.00745062232305
2024-10-01,-0.0458558480907
2024-11-01,0.021334392727
2024-12-01,0.00215967791131
2025-01-01,0.0273461103276
