"Date","Price","Open","High","Low","Vol.","Change %"
"11/04/1997","400.72","400.72","400.72","400.72","","0.07%"
"11/05/1997","400.92","400.92","400.92","400.92","","0.05%"
"11/06/1997","401.08","401.08","401.08","401.08","","0.04%"
"11/07/1997","397.36","397.36","397.36","397.36","","-0.93%"
"11/10/1997","396.56","396.56","396.56","396.56","","-0.20%"
"11/11/1997","397.98","397.98","397.98","397.98","","0.36%"
"11/12/1997","392.43","392.43","392.43","392.43","","-1.39%"
"11/13/1997","396.90","396.90","396.90","396.90","","1.14%"
"11/14/1997","402.15","402.15","402.15","402.15","","1.32%"
"11/17/1997","407.53","407.53","407.53","407.53","","1.34%"
"11/19/1997","408.95","408.95","408.95","408.95","","0.35%"
"11/20/1997","411.23","411.23","411.23","411.23","","0.56%"
"11/21/1997","411.52","411.52","411.52","411.52","","0.07%"
"11/24/1997","407.85","407.85","407.85","407.85","","-0.89%"
"11/25/1997","409.56","409.56","409.56","409.56","","0.42%"
"11/26/1997","410.50","410.50","410.50","410.50","","0.23%"
"11/28/1997","411.01","411.01","411.01","411.01","","0.12%"
"12/01/1997","416.28","416.28","416.28","416.28","","1.28%"
"12/02/1997","415.95","415.95","415.95","415.95","","-0.08%"
"12/03/1997","417.72","417.72","417.72","417.72","","0.43%"
"12/04/1997","417.26","417.26","417.26","417.26","","-0.11%"
"12/05/1997","419.05","419.05","419.05","419.05","","0.43%"
"12/08/1997","419.45","419.45","419.45","419.45","","0.10%"
"12/09/1997","419.46","419.46","419.46","419.46","","0.00%"
"12/10/1997","418.66","418.66","418.66","418.66","","-0.19%"
"12/11/1997","415.15","415.15","415.15","415.15","","-0.84%"
"12/12/1997","415.57","415.57","415.57","415.57","","0.10%"
"12/15/1997","419.02","419.02","419.02","419.02","","0.83%"
"12/16/1997","420.12","420.12","420.12","420.12","","0.26%"
"12/17/1997","420.30","420.30","420.30","420.30","","0.04%"
"12/18/1997","419.37","419.37","419.37","419.37","","-0.22%"
"12/19/1997","418.28","418.28","418.28","418.28","","-0.26%"
"12/22/1997","420.16","420.16","420.16","420.16","","0.45%"
"12/23/1997","417.46","417.46","417.46","417.46","","-0.64%"
"12/24/1997","416.94","416.94","416.94","416.94","","-0.12%"
"12/26/1997","418.65","418.65","418.65","418.65","","0.41%"
"12/29/1997","422.60","422.60","422.60","422.60","","0.94%"
"12/30/1997","424.97","424.97","424.97","424.97","","0.56%"
"12/31/1997","425.09","425.09","425.09","425.09","","0.03%"
"01/02/1998","425.87","425.87","425.87","425.87","","0.18%"
"01/05/1998","426.40","426.40","426.40","426.40","","0.12%"
"01/06/1998","425.86","425.86","425.86","425.86","","-0.13%"
"01/07/1998","426.09","426.09","426.09","426.09","","0.05%"
"01/08/1998","425.84","425.84","425.84","425.84","","-0.06%"
"01/09/1998","420.97","420.97","420.97","420.97","","-1.14%"
"01/12/1998","425.21","425.21","425.21","425.21","","1.01%"
"01/13/1998","427.78","427.78","427.78","427.78","","0.60%"
"01/14/1998","428.39","428.39","428.39","428.39","","0.14%"
"01/15/1998","428.51","428.51","428.51","428.51","","0.03%"
"01/16/1998","428.17","428.17","428.17","428.17","","-0.08%"
"01/20/1998","431.65","431.65","431.65","431.65","","0.81%"
"01/21/1998","430.51","430.51","430.51","430.51","","-0.26%"
"01/22/1998","429.32","429.32","429.32","429.32","","-0.28%"
"01/23/1998","428.75","428.75","428.75","428.75","","-0.13%"
"01/26/1998","429.22","429.22","429.22","429.22","","0.11%"
"01/27/1998","432.09","432.09","432.09","432.09","","0.67%"
"01/28/1998","433.21","433.21","433.21","433.21","","0.26%"
"01/29/1998","434.39","434.39","434.39","434.39","","0.27%"
"01/30/1998","434.37","434.37","434.37","434.37","","0.00%"
"02/02/1998","436.50","436.50","436.50","436.50","","0.49%"
"02/03/1998","437.16","437.16","437.16","437.16","","0.15%"
"02/04/1998","437.40","437.40","437.40","437.40","","0.05%"
"02/05/1998","437.23","437.23","437.23","437.23","","-0.04%"
"02/06/1998","437.91","437.91","437.91","437.91","","0.16%"
"02/09/1998","438.17","438.17","438.17","438.17","","0.06%"
"02/10/1998","438.60","438.60","438.60","438.60","","0.10%"
"02/11/1998","438.78","438.78","438.78","438.78","","0.04%"
"02/12/1998","438.93","438.93","438.93","438.93","","0.03%"
"02/13/1998","438.96","438.96","438.96","438.96","","0.01%"
"02/17/1998","439.34","439.34","439.34","439.34","","0.09%"
"02/18/1998","439.48","439.48","439.48","439.48","","0.03%"
"02/19/1998","439.58","439.58","439.58","439.58","","0.02%"
"02/20/1998","440.59","440.59","440.59","440.59","","0.23%"
"02/23/1998","441.65","441.65","441.65","441.65","","0.24%"
"02/24/1998","440.84","440.84","440.84","440.84","","-0.18%"
"02/25/1998","442.82","442.82","442.82","442.82","","0.45%"
"02/26/1998","443.70","443.70","443.70","443.70","","0.20%"
"02/27/1998","443.99","443.99","443.99","443.99","","0.07%"
"03/02/1998","444.09","444.09","444.09","444.09","","0.02%"
"03/03/1998","444.79","444.79","444.79","444.79","","0.16%"
"03/04/1998","444.47","444.47","444.47","444.47","","-0.07%"
"03/05/1998","442.94","442.94","442.94","442.94","","-0.34%"
"03/06/1998","445.74","445.74","445.74","445.74","","0.63%"
"03/09/1998","445.88","445.88","445.88","445.88","","0.03%"
"03/10/1998","446.90","446.90","446.90","446.90","","0.23%"
"03/11/1998","447.29","447.29","447.29","447.29","","0.09%"
"03/12/1998","447.49","447.49","447.49","447.49","","0.04%"
"03/13/1998","447.45","447.45","447.45","447.45","","-0.01%"
"03/16/1998","447.98","447.98","447.98","447.98","","0.12%"
"03/17/1998","448.11","448.11","448.11","448.11","","0.03%"
"03/18/1998","448.31","448.31","448.31","448.31","","0.04%"
"03/19/1998","448.42","448.42","448.42","448.42","","0.02%"
"03/20/1998","449.38","449.38","449.38","449.38","","0.21%"
"03/23/1998","448.90","448.90","448.90","448.90","","-0.11%"
"03/24/1998","450.27","450.27","450.27","450.27","","0.31%"
"03/25/1998","449.13","449.13","449.13","449.13","","-0.25%"
"03/26/1998","449.30","449.30","449.30","449.30","","0.04%"
"03/27/1998","448.53","448.53","448.53","448.53","","-0.17%"
"03/30/1998","448.41","448.41","448.41","448.41","","-0.03%"
"03/31/1998","450.02","450.02","450.02","450.02","","0.36%"
"04/01/1998","451.52","451.52","451.52","451.52","","0.33%"
"04/02/1998","453.27","453.27","453.27","453.27","","0.39%"
"04/03/1998","453.80","453.80","453.80","453.80","","0.12%"
"04/06/1998","454.15","454.15","454.15","454.15","","0.08%"
"04/07/1998","453.33","453.33","453.33","453.33","","-0.18%"
"04/08/1998","453.03","453.03","453.03","453.03","","-0.07%"
"04/09/1998","454.93","454.93","454.93","454.93","","0.42%"
"04/13/1998","455.50","455.50","455.50","455.50","","0.13%"
"04/14/1998","456.35","456.35","456.35","456.35","","0.19%"
"04/15/1998","456.78","456.78","456.78","456.78","","0.09%"
"04/16/1998","456.87","456.87","456.87","456.87","","0.02%"
"04/17/1998","458.97","458.97","458.97","458.97","","0.46%"
"04/20/1998","460.01","460.01","460.01","460.01","","0.23%"
"04/21/1998","460.89","460.89","460.89","460.89","","0.19%"
"04/22/1998","461.88","461.88","461.88","461.88","","0.21%"
"04/23/1998","460.23","460.23","460.23","460.23","","-0.36%"
"04/24/1998","457.95","457.95","457.95","457.95","","-0.50%"
"04/27/1998","452.25","452.25","452.25","452.25","","-1.24%"
"04/28/1998","453.74","453.74","453.74","453.74","","0.33%"
"04/29/1998","456.20","456.20","456.20","456.20","","0.54%"
"04/30/1998","460.72","460.72","460.72","460.72","","0.99%"
"05/01/1998","463.21","463.21","463.21","463.21","","0.54%"
"05/04/1998","463.62","463.62","463.62","463.62","","0.09%"
"05/05/1998","462.48","462.48","462.48","462.48","","-0.25%"
"05/06/1998","460.28","460.28","460.28","460.28","","-0.48%"
"05/07/1998","458.08","458.08","458.08","458.08","","-0.48%"
"05/08/1998","462.88","462.88","462.88","462.88","","1.05%"
"05/11/1998","463.51","463.51","463.51","463.51","","0.14%"
"05/12/1998","465.42","465.42","465.42","465.42","","0.41%"
"05/13/1998","466.63","466.63","466.63","466.63","","0.26%"
"05/14/1998","467.43","467.43","467.43","467.43","","0.17%"
"05/15/1998","465.52","465.52","465.52","465.52","","-0.41%"
"05/18/1998","465.45","465.45","465.45","465.45","","-0.02%"
"05/19/1998","466.75","466.75","466.75","466.75","","0.28%"
"05/20/1998","468.81","468.81","468.81","468.81","","0.44%"
"05/21/1998","468.42","468.42","468.42","468.42","","-0.08%"
"05/22/1998","468.19","468.19","468.19","468.19","","-0.05%"
"05/26/1998","463.95","463.95","463.95","463.95","","-0.91%"
"05/27/1998","464.29","464.29","464.29","464.29","","0.07%"
"05/28/1998","466.07","466.07","466.07","466.07","","0.38%"
"05/29/1998","464.64","464.64","464.64","464.64","","-0.31%"
"06/01/1998","464.94","464.94","464.94","464.94","","0.06%"
"06/02/1998","465.87","465.87","465.87","465.87","","0.20%"
"06/03/1998","462.23","462.23","462.23","462.23","","-0.78%"
"06/04/1998","467.29","467.29","467.29","467.29","","1.09%"
"06/05/1998","472.46","472.46","472.46","472.46","","1.11%"
"06/08/1998","473.17","473.17","473.17","473.17","","0.15%"
"06/09/1998","473.91","473.91","473.91","473.91","","0.16%"
"06/10/1998","472.80","472.80","472.80","472.80","","-0.23%"
"06/11/1998","467.85","467.85","467.85","467.85","","-1.05%"
"06/12/1998","470.03","470.03","470.03","470.03","","0.47%"
"06/15/1998","462.13","462.13","462.13","462.13","","-1.68%"
"06/16/1998","466.60","466.60","466.60","466.60","","0.97%"
"06/17/1998","474.50","474.50","474.50","474.50","","1.69%"
"06/18/1998","475.21","475.21","475.21","475.21","","0.15%"
"06/19/1998","474.32","474.32","474.32","474.32","","-0.19%"
"06/22/1998","475.82","475.82","475.82","475.82","","0.32%"
"06/23/1998","478.78","478.78","478.78","478.78","","0.62%"
"06/24/1998","480.37","480.37","480.37","480.37","","0.33%"
"06/25/1998","480.24","480.24","480.24","480.24","","-0.03%"
"06/26/1998","480.97","480.97","480.97","480.97","","0.15%"
"06/29/1998","481.89","481.89","481.89","481.89","","0.19%"
"06/30/1998","481.71","481.71","481.71","481.71","","-0.04%"
"07/01/1998","483.19","483.19","483.19","483.19","","0.31%"
"07/02/1998","483.38","483.38","483.38","483.38","","0.04%"
"07/06/1998","484.11","484.11","484.11","484.11","","0.15%"
"07/07/1998","484.15","484.15","484.15","484.15","","0.01%"
"07/08/1998","484.60","484.60","484.60","484.60","","0.09%"
"07/09/1998","484.63","484.63","484.63","484.63","","0.01%"
"07/10/1998","484.82","484.82","484.82","484.82","","0.04%"
"07/13/1998","485.12","485.12","485.12","485.12","","0.06%"
"07/14/1998","485.28","485.28","485.28","485.28","","0.03%"
"07/15/1998","485.40","485.40","485.40","485.40","","0.02%"
"07/16/1998","485.47","485.47","485.47","485.47","","0.01%"
"07/17/1998","485.29","485.29","485.29","485.29","","-0.04%"
"07/20/1998","485.23","485.23","485.23","485.23","","-0.01%"
"07/21/1998","480.79","480.79","480.79","480.79","","-0.92%"
"07/22/1998","480.86","480.86","480.86","480.86","","0.01%"
"07/23/1998","474.01","474.01","474.01","474.01","","-1.42%"
"07/24/1998","474.29","474.29","474.29","474.29","","0.06%"
"07/27/1998","476.52","476.52","476.52","476.52","","0.47%"
"07/28/1998","471.53","471.53","471.53","471.53","","-1.05%"
"07/29/1998","469.56","469.56","469.56","469.56","","-0.42%"
"07/30/1998","475.86","475.86","475.86","475.86","","1.34%"
"07/31/1998","467.34","467.34","467.34","467.34","","-1.79%"
"08/03/1998","465.60","465.60","465.60","465.60","","-0.37%"
"08/04/1998","448.95","448.95","448.95","448.95","","-3.58%"
"08/05/1998","452.43","452.43","452.43","452.43","","0.78%"
"08/06/1998","456.43","456.43","456.43","456.43","","0.88%"
"08/07/1998","456.34","456.34","456.34","456.34","","-0.02%"
"08/10/1998","454.30","454.30","454.30","454.30","","-0.45%"
"08/11/1998","447.66","447.66","447.66","447.66","","-1.46%"
"08/12/1998","454.33","454.33","454.33","454.33","","1.49%"
"08/13/1998","450.68","450.68","450.68","450.68","","-0.80%"
"08/14/1998","445.14","445.14","445.14","445.14","","-1.23%"
"08/17/1998","454.10","454.10","454.10","454.10","","2.01%"
"08/18/1998","461.56","461.56","461.56","461.56","","1.64%"
"08/19/1998","460.53","460.53","460.53","460.53","","-0.22%"
"08/20/1998","457.51","457.51","457.51","457.51","","-0.66%"
"08/21/1998","455.38","455.38","455.38","455.38","","-0.47%"
"08/24/1998","457.44","457.44","457.44","457.44","","0.45%"
"08/25/1998","458.74","458.74","458.74","458.74","","0.28%"
"08/26/1998","457.92","457.92","457.92","457.92","","-0.18%"
"08/27/1998","447.90","447.90","447.90","447.90","","-2.19%"
"08/28/1998","444.89","444.89","444.89","444.89","","-0.67%"
"08/31/1998","419.35","419.35","419.35","419.35","","-5.74%"
"09/01/1998","435.30","435.30","435.30","435.30","","3.80%"
"09/02/1998","433.33","433.33","433.33","433.33","","-0.45%"
"09/03/1998","430.15","430.15","430.15","430.15","","-0.73%"
"09/04/1998","427.19","427.19","427.19","427.19","","-0.69%"
"09/08/1998","446.69","446.69","446.69","446.69","","4.56%"
"09/09/1998","441.14","441.14","441.14","441.14","","-1.24%"
"09/10/1998","429.99","429.99","429.99","429.99","","-2.53%"
"09/11/1998","442.76","442.76","442.76","442.76","","2.97%"
"09/14/1998","451.63","451.63","451.63","451.63","","2.00%"
"09/15/1998","456.09","456.09","456.09","456.09","","0.99%"
"09/16/1998","459.13","459.13","459.13","459.13","","0.67%"
"09/17/1998","447.56","447.56","447.56","447.56","","-2.52%"
"09/18/1998","447.97","447.97","447.97","447.97","","0.09%"
"09/21/1998","449.43","449.43","449.43","449.43","","0.33%"
"09/22/1998","451.96","451.96","451.96","451.96","","0.56%"
"09/23/1998","457.64","457.64","457.64","457.64","","1.26%"
"09/24/1998","455.17","455.17","455.17","455.17","","-0.54%"
"09/25/1998","455.63","455.63","455.63","455.63","","0.10%"
"09/28/1998","456.57","456.57","456.57","456.57","","0.21%"
"09/29/1998","457.38","457.38","457.38","457.38","","0.18%"
"09/30/1998","451.66","451.66","451.66","451.66","","-1.25%"
"10/01/1998","444.73","444.73","444.73","444.73","","-1.53%"
"10/02/1998","450.26","450.26","450.26","450.26","","1.24%"
"10/05/1998","447.05","447.05","447.05","447.05","","-0.71%"
"10/06/1998","447.06","447.06","447.06","447.06","","0.00%"
"10/07/1998","442.92","442.92","442.92","442.92","","-0.93%"
"10/08/1998","439.30","439.30","439.30","439.30","","-0.82%"
"10/09/1998","449.89","449.89","449.89","449.89","","2.41%"
"10/12/1998","455.69","455.69","455.69","455.69","","1.29%"
"10/13/1998","456.30","456.30","456.30","456.30","","0.13%"
"10/14/1998","459.42","459.42","459.42","459.42","","0.68%"
"10/15/1998","464.69","464.69","464.69","464.69","","1.15%"
"10/16/1998","462.79","462.79","462.79","462.79","","-0.41%"
"10/19/1998","466.28","466.28","466.28","466.28","","0.75%"
"10/20/1998","466.97","466.97","466.97","466.97","","0.15%"
"10/21/1998","468.15","468.15","468.15","468.15","","0.25%"
"10/22/1998","470.58","470.58","470.58","470.58","","0.52%"
"10/23/1998","469.05","469.05","469.05","469.05","","-0.33%"
"10/26/1998","471.12","471.12","471.12","471.12","","0.44%"
"10/27/1998","470.02","470.02","470.02","470.02","","-0.23%"
"10/28/1998","470.85","470.85","470.85","470.85","","0.18%"
"10/29/1998","475.19","475.19","475.19","475.19","","0.92%"
"10/30/1998","476.85","476.85","476.85","476.85","","0.35%"
"11/02/1998","478.81","478.81","478.81","478.81","","0.41%"
"11/03/1998","478.76","478.76","478.76","478.76","","-0.01%"
"11/04/1998","479.33","479.33","479.33","479.33","","0.12%"
"11/05/1998","480.54","480.54","480.54","480.54","","0.25%"
"11/06/1998","480.97","480.97","480.97","480.97","","0.09%"
"11/09/1998","480.79","480.79","480.79","480.79","","-0.04%"
"11/10/1998","481.09","481.09","481.09","481.09","","0.06%"
"11/11/1998","481.15","481.15","481.15","481.15","","0.01%"
"11/12/1998","481.30","481.30","481.30","481.30","","0.03%"
"11/13/1998","481.89","481.89","481.89","481.89","","0.12%"
"11/16/1998","482.56","482.56","482.56","482.56","","0.14%"
"11/17/1998","482.82","482.82","482.82","482.82","","0.05%"
"11/18/1998","482.97","482.97","482.97","482.97","","0.03%"
"11/19/1998","483.08","483.08","483.08","483.08","","0.02%"
"11/20/1998","483.87","483.87","483.87","483.87","","0.16%"
"11/23/1998","487.78","487.78","487.78","487.78","","0.81%"
"11/24/1998","487.04","487.04","487.04","487.04","","-0.15%"
"11/25/1998","488.04","488.04","488.04","488.04","","0.21%"
"11/27/1998","489.06","489.06","489.06","489.06","","0.21%"
"11/30/1998","484.87","484.87","484.87","484.87","","-0.86%"
"12/01/1998","487.38","487.38","487.38","487.38","","0.52%"
"12/02/1998","486.86","486.86","486.86","486.86","","-0.11%"
"12/03/1998","482.12","482.12","482.12","482.12","","-0.97%"
"12/04/1998","488.47","488.47","488.47","488.47","","1.32%"
"12/07/1998","490.80","490.80","490.80","490.80","","0.48%"
"12/08/1998","490.31","490.31","490.31","490.31","","-0.10%"
"12/09/1998","490.92","490.92","490.92","490.92","","0.12%"
"12/10/1998","488.77","488.77","488.77","488.77","","-0.44%"
"12/11/1998","488.97","488.97","488.97","488.97","","0.04%"
"12/14/1998","483.37","483.37","483.37","483.37","","-1.15%"
"12/15/1998","490.67","490.67","490.67","490.67","","1.51%"
"12/16/1998","491.26","491.26","491.26","491.26","","0.12%"
"12/17/1998","494.00","494.00","494.00","494.00","","0.56%"
"12/18/1998","496.69","496.69","496.69","496.69","","0.54%"
"12/21/1998","499.73","499.73","499.73","499.73","","0.61%"
"12/22/1998","500.66","500.66","500.66","500.66","","0.19%"
"12/23/1998","503.31","503.31","503.31","503.31","","0.53%"
"12/24/1998","503.15","503.15","503.15","503.15","","-0.03%"
"12/28/1998","503.37","503.37","503.37","503.37","","0.04%"
"12/29/1998","504.49","504.49","504.49","504.49","","0.22%"
"12/30/1998","504.06","504.06","504.06","504.06","","-0.09%"
"12/31/1998","503.91","503.91","503.91","503.91","","-0.03%"
"01/04/1999","504.48","504.48","504.48","504.48","","0.11%"
"01/05/1999","505.62","505.62","505.62","505.62","","0.23%"
"01/06/1999","506.33","506.33","506.33","506.33","","0.14%"
"01/07/1999","506.35","506.35","506.35","506.35","","0.00%"
"01/08/1999","506.51","506.51","506.51","506.51","","0.03%"
"01/11/1999","506.53","506.53","506.53","506.53","","0.00%"
"01/12/1999","506.59","506.59","506.59","506.59","","0.01%"
"01/13/1999","506.62","506.62","506.62","506.62","","0.01%"
"01/14/1999","506.77","506.77","506.77","506.77","","0.03%"
"01/15/1999","508.87","508.87","508.87","508.87","","0.41%"
"01/19/1999","511.80","511.80","511.80","511.80","","0.58%"
"01/20/1999","512.82","512.82","512.82","512.82","","0.20%"
"01/21/1999","509.14","509.14","509.14","509.14","","-0.72%"
"01/22/1999","507.62","507.62","507.62","507.62","","-0.30%"
"01/25/1999","510.68","510.68","510.68","510.68","","0.60%"
"01/26/1999","514.49","514.49","514.49","514.49","","0.75%"
"01/27/1999","513.05","513.05","513.05","513.05","","-0.28%"
"01/28/1999","516.65","516.65","516.65","516.65","","0.70%"
"01/29/1999","518.62","518.62","518.62","518.62","","0.38%"
"02/01/1999","518.83","518.83","518.83","518.83","","0.04%"
"02/02/1999","518.07","518.07","518.07","518.07","","-0.15%"
"02/03/1999","519.39","519.39","519.39","519.39","","0.25%"
"02/04/1999","516.59","516.59","516.59","516.59","","-0.54%"
"02/05/1999","515.85","515.85","515.85","515.85","","-0.14%"
"02/08/1999","517.54","517.54","517.54","517.54","","0.33%"
"02/09/1999","513.51","513.51","513.51","513.51","","-0.78%"
"02/10/1999","516.17","516.17","516.17","516.17","","0.52%"
"02/11/1999","521.77","521.77","521.77","521.77","","1.08%"
"02/12/1999","519.29","519.29","519.29","519.29","","-0.48%"
"02/16/1999","522.20","522.20","522.20","522.20","","0.56%"
"02/17/1999","520.60","520.60","520.60","520.60","","-0.31%"
"02/18/1999","524.23","524.23","524.23","524.23","","0.70%"
"02/19/1999","525.13","525.13","525.13","525.13","","0.17%"
"02/22/1999","531.94","531.94","531.94","531.94","","1.30%"
"02/23/1999","531.57","531.57","531.57","531.57","","-0.07%"
"02/24/1999","529.22","529.22","529.22","529.22","","-0.44%"
"02/25/1999","528.44","528.44","528.44","528.44","","-0.15%"
"02/26/1999","527.41","527.41","527.41","527.41","","-0.19%"
"03/01/1999","527.99","527.99","527.99","527.99","","0.11%"
"03/02/1999","526.52","526.52","526.52","526.52","","-0.28%"
"03/03/1999","527.31","527.31","527.31","527.31","","0.15%"
"03/04/1999","531.65","531.65","531.65","531.65","","0.82%"
"03/05/1999","536.28","536.28","536.28","536.28","","0.87%"
"03/08/1999","537.36","537.36","537.36","537.36","","0.20%"
"03/09/1999","537.53","537.53","537.53","537.53","","0.03%"
"03/10/1999","538.20","538.20","538.20","538.20","","0.12%"
"03/11/1999","539.01","539.01","539.01","539.01","","0.15%"
"03/12/1999","539.05","539.05","539.05","539.05","","0.01%"
"03/15/1999","539.64","539.64","539.64","539.64","","0.11%"
"03/16/1999","539.83","539.83","539.83","539.83","","0.04%"
"03/17/1999","539.92","539.92","539.92","539.92","","0.02%"
"03/18/1999","540.04","540.04","540.04","540.04","","0.02%"
"03/19/1999","536.13","536.13","536.13","536.13","","-0.72%"
"03/22/1999","536.39","536.39","536.39","536.39","","0.05%"
"03/23/1999","526.52","526.52","526.52","526.52","","-1.84%"
"03/24/1999","528.37","528.37","528.37","528.37","","0.35%"
"03/25/1999","535.86","535.86","535.86","535.86","","1.42%"
"03/26/1999","534.82","534.82","534.82","534.82","","-0.19%"
"03/29/1999","541.76","541.76","541.76","541.76","","1.30%"
"03/30/1999","540.62","540.62","540.62","540.62","","-0.21%"
"03/31/1999","536.32","536.32","536.32","536.32","","-0.80%"
"04/01/1999","539.70","539.70","539.70","539.70","","0.63%"
"04/05/1999","547.07","547.07","547.07","547.07","","1.37%"
"04/06/1999","546.25","546.25","546.25","546.25","","-0.15%"
"04/07/1999","548.32","548.32","548.32","548.32","","0.38%"
"04/08/1999","550.59","550.59","550.59","550.59","","0.41%"
"04/09/1999","551.19","551.19","551.19","551.19","","0.11%"
"04/12/1999","552.29","552.29","552.29","552.29","","0.20%"
"04/13/1999","552.09","552.09","552.09","552.09","","-0.04%"
"04/14/1999","550.64","550.64","550.64","550.64","","-0.26%"
"04/15/1999","552.76","552.76","552.76","552.76","","0.39%"
"04/16/1999","553.36","553.36","553.36","553.36","","0.11%"
"04/19/1999","547.46","547.46","547.46","547.46","","-1.07%"
"04/20/1999","551.18","551.18","551.18","551.18","","0.68%"
"04/21/1999","556.49","556.49","556.49","556.49","","0.96%"
"04/22/1999","559.56","559.56","559.56","559.56","","0.55%"
"04/23/1999","559.30","559.30","559.30","559.30","","-0.05%"
"04/26/1999","560.60","560.60","560.60","560.60","","0.23%"
"04/27/1999","561.05","561.05","561.05","561.05","","0.08%"
"04/28/1999","559.87","559.87","559.87","559.87","","-0.21%"
"04/29/1999","559.34","559.34","559.34","559.34","","-0.09%"
"04/30/1999","558.24","558.24","558.24","558.24","","-0.20%"
"05/03/1999","561.80","561.80","561.80","561.80","","0.64%"
"05/04/1999","559.64","559.64","559.64","559.64","","-0.38%"
"05/05/1999","561.67","561.67","561.67","561.67","","0.36%"
"05/06/1999","559.72","559.72","559.72","559.72","","-0.35%"
"05/07/1999","562.03","562.03","562.03","562.03","","0.41%"
"05/10/1999","562.08","562.08","562.08","562.08","","0.01%"
"05/11/1999","563.84","563.84","563.84","563.84","","0.31%"
"05/12/1999","564.40","564.40","564.40","564.40","","0.10%"
"05/13/1999","565.12","565.12","565.12","565.12","","0.13%"
"05/14/1999","563.61","563.61","563.61","563.61","","-0.27%"
"05/17/1999","564.94","564.94","564.94","564.94","","0.24%"
"05/18/1999","565.37","565.37","565.37","565.37","","0.08%"
"05/19/1999","566.58","566.58","566.58","566.58","","0.21%"
"05/20/1999","566.88","566.88","566.88","566.88","","0.05%"
"05/21/1999","565.96","565.96","565.96","565.96","","-0.16%"
"05/24/1999","560.34","560.34","560.34","560.34","","-0.99%"
"05/25/1999","554.35","554.35","554.35","554.35","","-1.07%"
"05/26/1999","560.59","560.59","560.59","560.59","","1.13%"
"05/27/1999","554.33","554.33","554.33","554.33","","-1.12%"
"05/28/1999","561.66","561.66","561.66","561.66","","1.32%"
"06/01/1999","560.42","560.42","560.42","560.42","","-0.22%"
"06/02/1999","561.15","561.15","561.15","561.15","","0.13%"
"06/03/1999","562.70","562.70","562.70","562.70","","0.28%"
"06/04/1999","571.28","571.28","571.28","571.28","","1.52%"
"06/07/1999","573.60","573.60","573.60","573.60","","0.41%"
"06/08/1999","570.43","570.43","570.43","570.43","","-0.55%"
"06/09/1999","570.83","570.83","570.83","570.83","","0.07%"
"06/10/1999","566.70","566.70","566.70","566.70","","-0.72%"
"06/11/1999","563.28","563.28","563.28","563.28","","-0.60%"
"06/14/1999","564.32","564.32","564.32","564.32","","0.18%"
"06/15/1999","567.61","567.61","567.61","567.61","","0.58%"
"06/16/1999","577.29","577.29","577.29","577.29","","1.71%"
"06/17/1999","580.31","580.31","580.31","580.31","","0.52%"
"06/18/1999","581.77","581.77","581.77","581.77","","0.25%"
"06/21/1999","583.44","583.44","583.44","583.44","","0.29%"
"06/22/1999","582.06","582.06","582.06","582.06","","-0.24%"
"06/23/1999","581.86","581.86","581.86","581.86","","-0.03%"
"06/24/1999","578.24","578.24","578.24","578.24","","-0.62%"
"06/25/1999","579.57","579.57","579.57","579.57","","0.23%"
"06/28/1999","582.90","582.90","582.90","582.90","","0.57%"
"06/29/1999","585.66","585.66","585.66","585.66","","0.47%"
"06/30/1999","588.30","588.30","588.30","588.30","","0.45%"
"07/01/1999","589.52","589.52","589.52","589.52","","0.21%"
"07/02/1999","590.32","590.32","590.32","590.32","","0.14%"
"07/06/1999","590.67","590.67","590.67","590.67","","0.06%"
"07/07/1999","591.11","591.11","591.11","591.11","","0.07%"
"07/08/1999","591.27","591.27","591.27","591.27","","0.03%"
"07/09/1999","591.71","591.71","591.71","591.71","","0.07%"
"07/12/1999","592.01","592.01","592.01","592.01","","0.05%"
"07/13/1999","592.10","592.10","592.10","592.10","","0.02%"
"07/14/1999","592.30","592.30","592.30","592.30","","0.03%"
"07/15/1999","592.47","592.47","592.47","592.47","","0.03%"
"07/16/1999","594.12","594.12","594.12","594.12","","0.28%"
"07/19/1999","592.57","592.57","592.57","592.57","","-0.26%"
"07/20/1999","584.73","584.73","584.73","584.73","","-1.32%"
"07/21/1999","585.45","585.45","585.45","585.45","","0.12%"
"07/22/1999","580.25","580.25","580.25","580.25","","-0.89%"
"07/23/1999","579.25","579.25","579.25","579.25","","-0.17%"
"07/26/1999","576.35","576.35","576.35","576.35","","-0.50%"
"07/27/1999","582.46","582.46","582.46","582.46","","1.06%"
"07/28/1999","583.66","583.66","583.66","583.66","","0.21%"
"07/29/1999","575.55","575.55","575.55","575.55","","-1.39%"
"07/30/1999","570.40","570.40","570.40","570.40","","-0.89%"
"08/02/1999","570.63","570.63","570.63","570.63","","0.04%"
"08/03/1999","568.17","568.17","568.17","568.17","","-0.43%"
"08/04/1999","560.98","560.98","560.98","560.98","","-1.27%"
"08/05/1999","564.50","564.50","564.50","564.50","","0.63%"
"08/06/1999","559.14","559.14","559.14","559.14","","-0.95%"
"08/09/1999","558.72","558.72","558.72","558.72","","-0.08%"
"08/10/1999","551.79","551.79","551.79","551.79","","-1.24%"
"08/11/1999","560.48","560.48","560.48","560.48","","1.57%"
"08/12/1999","558.94","558.94","558.94","558.94","","-0.27%"
