date,signal,similar_avg_fwd,dissimilar_avg_fwd,spread,spy_fwd_1m,n_similar,n_dissimilar,min_distance,closest_date,anti_signal,anti_ret,spread_ret
1987-08-01,1,0.009528165598993514,0.0072529384401110305,0.002275227158882484,-0.03122392386783679,27,27,1.9089246110404685,1983-07-01,-1,0.03122392386783679,0.002275227158882484
1987-09-01,1,0.003155936417152094,0.013830841268387694,-0.0106749048512356,-0.119392722494304,27,27,1.8356000506208376,1983-08-01,-1,0.119392722494304,-0.0106749048512356
1987-10-01,1,0.01748643180436195,0.012438609846678442,0.005047821957683506,-0.12676993155161453,27,27,3.2892516588950165,1980-09-01,-1,0.12676993155161453,0.005047821957683506
1987-11-01,1,0.0048293544820320255,0.017407599115024718,-0.012578244632992692,-0.016964220662186835,27,27,3.9413362975976294,1980-09-01,-1,0.016964220662186835,-0.012578244632992692
1987-12-01,1,0.0003785306332969902,0.01576862060076603,-0.015390089967469042,0.041986898746022794,28,28,4.0262288030180216,1974-02-01,-1,-0.041986898746022794,-0.015390089967469042
1988-01-01,1,0.003173702175999545,0.015628112520173425,-0.01245441034417388,0.03264685300114811,28,28,4.153840714379418,1974-02-01,-1,-0.03264685300114811,-0.01245441034417388
1988-02-01,1,0.00045652478251858745,0.01760080291737077,-0.01714427813485218,0.03268550929433722,28,28,3.4693561576871446,1978-07-01,-1,-0.03268550929433722,-0.01714427813485218
1988-03-01,1,0.0007591940892017558,0.01542926553993078,-0.014670071450729023,-0.009475486289044155,28,28,3.555621484605322,1978-07-01,-1,0.009475486289044155,-0.014670071450729023
1988-04-01,1,0.0002369399433087917,0.02041700684453599,-0.0201800669012272,-0.023353491766693546,28,28,3.439746509817608,1978-07-01,-1,0.023353491766693546,-0.0201800669012272
1988-05-01,-1,-0.0003355466051661117,0.01954223647219046,-0.019877783077356572,0.05334181145284367,28,28,3.3653642792904335,1978-07-01,-1,-0.05334181145284367,-0.019877783077356572
1988-06-01,1,0.008975488569055747,0.019205703869340614,-0.010230215300284867,-0.003971717299946276,28,28,3.0785705613828727,1978-07-01,-1,0.003971717299946276,-0.010230215300284867
1988-07-01,1,0.007733557807774692,0.016130054310071154,-0.008396496502296461,-0.01883384436255886,29,29,3.2296662216022116,1978-07-01,-1,0.01883384436255886,-0.008396496502296461
1988-08-01,1,0.00935610415260474,0.014077625176280202,-0.004721521023675462,0.014881618873324287,29,29,3.4310690680490654,1978-01-01,-1,-0.014881618873324287,-0.004721521023675462
1988-09-01,1,0.007783963648233389,0.01595005950107007,-0.008166095852836681,0.032270687658702,29,29,3.200703872395766,1978-01-01,-1,-0.032270687658702,-0.008166095852836681
1988-10-01,-1,-0.0003639504949534325,0.021503128218782027,-0.02186707871373546,-0.023589752200399272,29,29,2.603663715095152,1983-11-01,-1,0.023589752200399272,-0.02186707871373546
1988-11-01,1,0.001957566486790153,0.016621800919255924,-0.014664234432465771,0.017525816152878848,29,29,2.464873943928429,1983-11-01,-1,-0.017525816152878848,-0.014664234432465771
1988-12-01,-1,-0.0020545623489317275,0.01628643742409182,-0.018340999773023548,0.03253492663667523,29,29,1.6481891693184825,1983-09-01,-1,-0.03253492663667523,-0.018340999773023548
1989-01-01,-1,-0.0004956410071644823,0.019760366008196025,-0.020256007015360507,0.029139586475726675,29,29,1.6663520223913932,1983-09-01,-1,-0.029139586475726675,-0.020256007015360507
1989-02-01,1,0.0007035156405451973,0.016998775643012647,-0.01629526000246745,-0.00288968546226398,30,30,1.545832873582583,1979-04-01,-1,0.00288968546226398,-0.01629526000246745
1989-03-01,1,0.0021301726136460715,0.024646554578602074,-0.022516381964956002,0.02895237955015051,30,30,0.8866615497133405,1979-02-01,-1,-0.02895237955015051,-0.022516381964956002
1989-04-01,-1,-0.00012198024670074803,0.021303829121873365,-0.021425809368574113,0.035014458190490316,30,30,1.460642798109526,1979-04-01,-1,-0.035014458190490316,-0.021425809368574113
1989-05-01,1,0.0001487985190216608,0.015877106666749508,-0.015728308147727847,0.031176086332891373,30,30,1.612864945583812,1983-08-01,-1,-0.031176086332891373,-0.015728308147727847
1989-06-01,1,0.0005082026827137506,0.018087343794362075,-0.017579141111648326,0.024026604115191308,30,30,1.3014155887673042,1972-12-01,-1,-0.024026604115191308,-0.017579141111648326
1989-07-01,1,0.001657183833320582,0.0201531600680462,-0.018495976234725618,0.04230626765784251,30,30,1.2950074080623142,1983-08-01,-1,-0.04230626765784251,-0.018495976234725618
1989-08-01,1,0.0009700564235956071,0.01696034605195981,-0.015990289628364202,0.0002951858021909004,31,31,0.9800822853862228,1983-08-01,-1,-0.0002951858021909004,-0.015990289628364202
1989-09-01,1,0.0028944247705367716,0.015267963443090442,-0.01237353867255367,-0.0026061818990438246,31,31,1.4132269721740747,1983-08-01,-1,0.0026061818990438246,-0.01237353867255367
1989-10-01,1,0.007381520275467328,0.015843969563347833,-0.008462449287880505,-0.020971082400783825,31,31,1.7875726225192594,1980-11-01,-1,0.020971082400783825,-0.008462449287880505
1989-11-01,1,0.012942088108517474,0.00946285590155303,0.0034792322069644444,0.022104542327253895,31,31,1.358147195648411,1986-01-01,-1,-0.022104542327253895,0.0034792322069644444
1989-12-01,1,0.011271201540883815,0.0019245064781262353,0.009346695062757579,-0.026669693282537876,31,31,1.430543416939833,1972-11-01,-1,0.026669693282537876,0.009346695062757579
1990-01-01,1,0.017934781142792285,-0.0002536352337770079,0.018188416376569292,-0.02633186258246034,31,31,1.778431617192067,1971-12-01,1,-0.02633186258246034,0.018188416376569292
1990-02-01,1,0.017860039918748072,0.0017141536419402496,0.01614588627680782,0.020369971882314042,31,31,1.340589835105375,1972-04-01,-1,-0.020369971882314042,0.01614588627680782
1990-03-01,1,0.015404269419280952,-0.0007999568132681101,0.016204226232549062,-0.0034923882525211836,32,32,0.9724990659819087,1971-12-01,1,-0.0034923882525211836,0.016204226232549062
1990-04-01,1,0.016362014928086897,0.0019921300964008334,0.014369884831686063,0.03089099258435568,32,32,0.8909730209831728,1971-12-01,-1,-0.03089099258435568,0.014369884831686063
1990-05-01,1,0.015089019010358862,0.003210817437042355,0.011878201573316507,0.027854957694851024,32,32,0.9190733535614637,1972-10-01,-1,-0.027854957694851024,0.011878201573316507
1990-06-01,1,0.01373790148873721,0.0065445978208337925,0.007193303667903418,-0.00012168160903147651,32,32,1.1520046985066779,1972-10-01,-1,0.00012168160903147651,0.007193303667903418
1990-07-01,1,0.013485442612660038,0.007065873521948051,0.0064195690907119865,-0.07733268154717732,32,32,1.4709752072804956,1985-10-01,-1,0.07733268154717732,0.0064195690907119865
1990-08-01,1,0.005659539844272667,0.013333751894726867,-0.0076742120504541995,-0.0453200182985265,32,32,2.104375201213505,1974-07-01,-1,0.0453200182985265,-0.0076742120504541995
1990-09-01,1,0.00700648746954843,0.012751767117156532,-0.0057452796476081015,-0.029860116868520525,32,32,1.2728361406984232,1974-07-01,-1,0.029860116868520525,-0.0057452796476081015
1990-10-01,-1,-0.0031324715139015697,-0.004445111899169565,0.0013126403852679954,0.0247817431584616,33,33,1.8479041829053386,1974-07-01,1,0.0247817431584616,0.0013126403852679954
1990-11-01,-1,-0.005397832126896979,-0.0063439519654638595,0.0009461198385668805,0.04269838300836559,33,33,2.3168043738243917,1970-03-01,1,0.04269838300836559,0.0009461198385668805
1990-12-01,1,0.0003341682573522422,-0.005311188776395339,0.005645357033747581,-0.009030119706164186,33,33,2.1017769941509195,1970-03-01,1,-0.009030119706164186,0.005645357033747581
1991-01-01,1,0.004235503823676885,-0.006415873952712928,0.010651377776389814,0.11127769458062109,33,33,2.1002225906320446,1984-03-01,1,0.11127769458062109,0.010651377776389814
1991-02-01,1,0.009312060314805757,-0.008818445596400612,0.01813050591120637,0.029419784834663565,33,33,1.9870683104763847,1984-12-01,1,0.029419784834663565,0.01813050591120637
1991-03-01,1,0.012877882433924225,-0.011571024578836752,0.02444890701276098,0.020373318200465063,33,33,1.9088716641993433,1984-12-01,1,0.020373318200465063,0.02444890701276098
1991-04-01,1,0.012919422963986923,-0.015324135866256763,0.028243558830243688,-0.0037535391484264657,34,34,2.1880516315828933,1972-07-01,1,-0.0037535391484264657,0.028243558830243688
1991-05-01,1,0.005871903692184031,-0.010857002205032237,0.01672890589721627,0.0018469982740205726,34,34,2.1661721189354286,1972-07-01,1,0.0018469982740205726,0.01672890589721627
1991-06-01,1,0.011033871399610784,-0.005179531471629619,0.016213402871240404,0.004713948377443211,34,34,2.1873823210466656,1972-07-01,1,0.004713948377443211,0.016213402871240404
1991-07-01,1,0.005204988397854539,-0.008808403677230747,0.014013392075085285,0.024197012314724153,34,34,2.005371574170985,1972-07-01,1,0.024197012314724153,0.014013392075085285
1991-08-01,1,0.011432066667544385,-0.013404002563266933,0.024836069230811317,-0.0036693322023660935,34,34,2.029621779560171,1985-03-01,1,-0.0036693322023660935,0.024836069230811317
1991-09-01,1,0.01545811194832789,-0.016919339858234773,0.032377451806562665,0.0025877787670067764,34,34,2.5834678070158312,1986-11-01,1,0.0025877787670067764,0.032377451806562665
1991-10-01,1,0.014484172525564162,-0.01418031862815087,0.028664491153715034,0.0007084163175523628,34,34,2.160541391993331,1985-06-01,1,0.0007084163175523628,0.028664491153715034
1991-11-01,1,0.022151903680327933,-0.009717695093860163,0.031869598774188095,0.004752736481431485,35,35,1.7643045469593552,1983-02-01,1,0.004752736481431485,0.031869598774188095
1991-12-01,1,0.017129465608381647,-0.012822853019888296,0.02995231862826994,0.07035576587288683,35,35,1.4234183698672904,1981-03-01,1,0.07035576587288683,0.02995231862826994
1992-01-01,1,0.021647708486425277,-0.011856668509751898,0.03350437699617717,-0.005325915094451794,35,35,1.447550301028806,1981-03-01,1,-0.005325915094451794,0.03350437699617717
1992-02-01,1,0.014526634424538352,-0.009352442840320878,0.02387907726485923,-0.012742008523002779,35,35,0.7325339875530078,1981-03-01,1,-0.012742008523002779,0.02387907726485923
1992-03-01,1,0.014629252915765369,-0.001369651396633777,0.015998904312399146,-0.002943579230929916,35,35,0.9414830455194726,1985-09-01,1,-0.002943579230929916,0.015998904312399146
1992-04-01,1,0.0135944977881738,-0.002454343803484644,0.016048841591658442,0.018074274872701634,35,35,0.8753739476871246,1985-09-01,1,0.018074274872701634,0.016048841591658442
1992-05-01,1,0.015115432922812845,-0.0018960165941797693,0.017011449516992613,-0.017194626099593435,35,35,0.7537355824904405,1985-10-01,1,-0.017194626099593435,0.017011449516992613
1992-06-01,1,0.010741883265333964,-0.004342888104946297,0.015084771370280262,0.015546221131175209,36,36,0.7812241510435722,1985-10-01,1,0.015546221131175209,0.015084771370280262
1992-07-01,1,0.014241172286799296,-0.00345809932536717,0.017699271612166466,0.008337434412241551,36,36,0.6081023406835682,1985-10-01,1,0.008337434412241551,0.017699271612166466
1992-08-01,1,0.016267895943547477,0.00010703334157546564,0.016160862601972012,0.0002545638246371773,36,36,0.7196077757871606,1985-10-01,-1,-0.0002545638246371773,0.016160862601972012
1992-09-01,1,0.016811240726130064,-0.00424746430646737,0.021058705032597436,-0.013727590372389131,36,36,0.7117555903814948,1985-09-01,1,-0.013727590372389131,0.021058705032597436
1992-10-01,1,0.01690429160280321,-0.010146126977048133,0.02705041857985134,0.025853516168958368,36,36,0.6005708120858121,1972-01-01,1,0.025853516168958368,0.02705041857985134
1992-11-01,1,0.009803355969495331,-0.010910804594358663,0.020714160563853994,0.0284988418401666,36,36,0.5634264771949407,1972-08-01,1,0.0284988418401666,0.020714160563853994
1992-12-01,1,0.00802193444137056,-0.00413184293027836,0.01215377737164892,0.0008226770442323339,37,37,0.513336266636735,1985-04-01,1,0.0008226770442323339,0.01215377737164892
1993-01-01,1,0.009003263036185039,0.0007368591968999164,0.008266403839285123,0.01560663954190411,37,37,0.6521172060095607,1976-07-01,-1,-0.01560663954190411,0.008266403839285123
1993-02-01,1,0.008978894038598384,0.002854089809330314,0.006124804229268071,0.019336499733044965,37,37,0.7753078680451234,1976-04-01,-1,-0.019336499733044965,0.006124804229268071
1993-03-01,1,0.008239647779589167,-0.0017236014867794496,0.009963249266368617,-0.013688327438922676,37,37,0.9342819709275137,1985-05-01,1,-0.013688327438922676,0.009963249266368617
1993-04-01,1,0.006366705304610611,-0.004102030857395097,0.010468736162005709,0.00529194188890747,37,37,1.1366714632653947,1985-05-01,1,0.00529194188890747,0.010468736162005709
1993-05-01,1,0.006343976759805899,-0.00961143456575506,0.01595541132556096,0.004666872715048731,37,37,1.5800326262256714,1985-03-01,1,0.004666872715048731,0.01595541132556096
1993-06-01,1,0.011901512037831258,-0.013698129269546125,0.025599641307377383,0.002778536996704384,37,37,1.4597595201541436,1985-03-01,1,0.002778536996704384,0.025599641307377383
1993-07-01,1,0.011113468569095803,-0.015411940070063255,0.02652540863915906,0.016457988048036,38,38,1.6204400558315322,1981-02-01,1,0.016457988048036,0.02652540863915906
1993-08-01,1,0.010719898987903875,-0.011559982227504557,0.022279881215408432,0.011630181394916228,38,38,1.4263102801987928,1981-02-01,1,0.011630181394916228,0.022279881215408432
1993-09-01,1,0.009091086823177497,-0.009188942177966467,0.018280029001143963,0.010470287300943237,38,38,1.463794043122561,1981-02-01,1,0.010470287300943237,0.018280029001143963
1993-10-01,1,0.010034129271025077,-0.0029783741897193893,0.013012503460744465,-0.006214097783424188,38,38,1.7378995328851286,1981-02-01,1,-0.006214097783424188,0.013012503460744465
1993-11-01,1,0.014430634613962148,-0.0026423866556189828,0.01707302126958113,0.0070258932594511325,38,38,1.539089697818846,1981-02-01,1,0.0070258932594511325,0.01707302126958113
1993-12-01,1,0.014835189377180176,-0.0027887954757115714,0.01762398485289175,0.016990238958048964,38,38,1.6629071723812765,1990-03-01,1,0.016990238958048964,0.01762398485289175
1994-01-01,1,0.013686639291383558,-0.004239674421043893,0.01792631371242745,-0.0005358959768504423,38,38,1.8726506282977742,1981-02-01,1,-0.0005358959768504423,0.01792631371242745
1994-02-01,1,0.014090292013568501,-0.0013544203902171792,0.015444712403785681,-0.017721802963617472,39,39,1.5452939746485705,1990-03-01,1,-0.017721802963617472,0.015444712403785681
1994-03-01,1,0.01454684064033378,0.0023345231364433738,0.012212317503890405,-0.03634598457709037,39,39,1.1953168049170535,1990-04-01,-1,0.03634598457709037,0.012212317503890405
1994-04-01,1,0.0086704705520821,0.007674023416561575,0.0009964471355205255,0.006423102155137528,39,39,0.9577591785574535,1984-08-01,-1,-0.006423102155137528,0.0009964471355205255
1994-05-01,1,0.006070170797837181,0.009256957455686193,-0.0031867866578490127,0.006601009937526214,39,39,0.8158600720425501,1978-08-01,-1,-0.006601009937526214,-0.0031867866578490127
1994-06-01,1,0.004780968365879678,0.009618386995425502,-0.004837418629545824,-0.007631381559430661,39,39,0.8903270396999193,1978-10-01,-1,0.007631381559430661,-0.004837418629545824
1994-07-01,1,0.006119929788008221,0.013839692317207022,-0.007719762529198801,0.02724232198314236,39,39,1.0320126339232454,1978-06-01,-1,-0.02724232198314236,-0.007719762529198801
1994-08-01,1,0.006689225317183187,0.009252332670579658,-0.002563107353396471,0.0059388239228019835,40,40,1.0877812678578715,1978-08-01,-1,-0.0059388239228019835,-0.002563107353396471
1994-09-01,1,0.005369058893265,0.011375416670866742,-0.006006357777601742,-0.009266253378464429,40,40,1.6624295423643454,1978-08-01,-1,0.009266253378464429,-0.006006357777601742
1994-10-01,1,0.006284283231880239,0.011764362887955068,-0.005480079656074829,-0.010729012607984534,40,40,2.071271163780006,1970-03-01,-1,0.010729012607984534,-0.005480079656074829
1994-11-01,1,0.004692597672409748,0.019776597879504705,-0.015084000207094956,-0.01515800520651489,40,40,2.0553543712408033,1970-03-01,-1,0.01515800520651489,-0.015084000207094956
1994-12-01,1,0.004244715090216233,0.021492853199949865,-0.01724813810973363,0.019750011066308915,40,40,1.9970166718419604,1970-03-01,-1,-0.019750011066308915,-0.01724813810973363
1995-01-01,1,0.004483443509955226,0.018401541730314573,-0.013918098220359347,0.0327331623034397,40,40,1.9028347022632326,1970-03-01,-1,-0.0327331623034397,-0.013918098220359347
1995-02-01,1,0.011007514323632584,0.016993904860368666,-0.005986390536736082,0.018887059786207194,40,40,1.2468122450149788,1979-04-01,-1,-0.018887059786207194,-0.005986390536736082
1995-03-01,1,0.009263246232942491,0.014512007258539322,-0.005248761025596831,0.028354393778602605,41,41,0.8020100632815165,1979-04-01,-1,-0.028354393778602605,-0.005248761025596831
1995-04-01,1,0.005293146752811581,0.014584577842385435,-0.009291431089573855,0.027082371082989276,41,41,1.0462799305470143,1989-03-01,-1,-0.027082371082989276,-0.009291431089573855
1995-05-01,1,0.0023833185078114528,0.0132321439862216,-0.010848825478410146,0.02738017344491195,41,41,0.9442775755538084,1989-05-01,-1,-0.02738017344491195,-0.010848825478410146
1995-06-01,1,0.0014495369743723152,0.008993209779556184,-0.007543672805183869,0.029893068141114254,41,41,1.0995627527489136,1989-05-01,-1,-0.029893068141114254,-0.007543672805183869
1995-07-01,1,0.005248104501888791,0.009744353733934626,-0.004496249232045835,0.006271883437791281,41,41,1.516468059628068,1983-08-01,-1,-0.006271883437791281,-0.004496249232045835
1995-08-01,1,0.005828728413698119,0.010149574201970154,-0.004320845788272035,0.03452939895624296,41,41,1.0263500947179283,1989-05-01,-1,-0.03452939895624296,-0.004320845788272035
1995-09-01,1,0.004728698609825951,0.012182243712203005,-0.0074535451023770545,0.004409916652054813,41,41,0.9270215047153247,1989-08-01,-1,-0.004409916652054813,-0.0074535451023770545
1995-10-01,1,0.0069153136969404465,0.011106895809004187,-0.00419158211206374,0.018606740583189785,42,42,1.0487713006684245,1989-08-01,-1,-0.018606740583189785,-0.00419158211206374
1995-11-01,1,0.009378975565077705,0.00794251433580922,0.0014364612292684844,0.0324926724634067,42,42,0.9162490242940452,1983-08-01,-1,-0.0324926724634067,0.0014364612292684844
1995-12-01,1,0.009200516432703412,0.0047725694195125635,0.004427947013190848,0.0040465943473941834,42,42,1.2548793918717616,1983-08-01,-1,-0.0040465943473941834,0.004427947013190848
1996-01-01,1,0.009461884099972144,0.0026888998296682085,0.006772984270303935,0.05234954291226468,42,42,1.5137127865434419,1983-08-01,-1,-0.05234954291226468,0.006772984270303935
1996-02-01,1,0.009444754692371968,0.0019278021455194955,0.007516952546852473,0.0007977287028733127,42,42,1.1957953862208999,1983-07-01,-1,-0.0007977287028733127,0.007516952546852473
1996-03-01,1,0.010104257363859412,0.005365861283139766,0.004738396080719645,0.0022203272944159025,42,42,1.3410386434983208,1983-07-01,-1,-0.0022203272944159025,0.004738396080719645
1996-04-01,1,0.010117864300965052,-0.0020673826555460658,0.012185246956511117,0.021119606480243913,43,43,1.6629346226380428,1983-07-01,1,0.021119606480243913,0.012185246956511117
1996-05-01,1,0.010848973608430828,-3.1991251052868366e-06,0.010852172733536114,0.00979046292122554,43,43,1.485719486705184,1983-07-01,1,0.00979046292122554,0.010852172733536114
1996-06-01,1,0.006615714463349203,-0.013613331674744713,0.020229046138093915,-0.03571770774504601,43,43,1.9943806548088596,1987-03-01,1,-0.03571770774504601,0.020229046138093915
1996-07-01,1,0.009027568298054131,-0.015130769265496995,0.024158337563551124,0.026251909142079866,43,43,2.1401845148969625,1993-05-01,1,0.026251909142079866,0.024158337563551124
1996-08-01,1,0.012015543816875604,-0.01549609546517577,0.027511639282051373,0.017977969654166648,43,43,2.1525304939848735,1993-05-01,1,0.017977969654166648,0.027511639282051373
1996-09-01,1,0.006591726166113513,-0.013899859999657076,0.02049158616577059,0.034835298560698336,43,43,2.3530673695677686,1989-12-01,1,0.034835298560698336,0.02049158616577059
1996-10-01,1,0.006005790958721147,-0.004457105740380932,0.01046289669910208,0.040734228776478254,43,43,2.326813989833445,1987-03-01,1,0.040734228776478254,0.01046289669910208
1996-11-01,1,0.009287170911083513,-0.00613503690715768,0.015422207818241194,0.007352480884354806,44,44,2.12392929050036,1987-03-01,1,0.007352480884354806,0.015422207818241194
1996-12-01,1,0.008981602279832157,-0.004881553196292982,0.01386315547612514,0.03057298004235509,44,44,1.917892003824336,1987-04-01,1,0.03057298004235509,0.01386315547612514
1997-01-01,1,0.0036247298120689205,-0.0014609891808040948,0.005085718992873015,0.03712184711001254,44,44,1.693286975320022,1987-03-01,1,0.03712184711001254,0.005085718992873015
1997-02-01,1,0.005949527628648878,0.0019080343557044612,0.004041493272944417,-0.004419439260272995,44,44,1.1341562129132652,1987-03-01,-1,0.004419439260272995,0.004041493272944417
1997-03-01,1,0.013688106066604639,0.0020316640040507383,0.0116564420625539,-0.03770933103484864,44,44,1.089795916031821,1987-02-01,-1,0.03770933103484864,0.0116564420625539
1997-04-01,1,0.01220216651838682,-0.0005291171045507147,0.012731283622937534,0.08070263618253515,44,44,1.1687255085352979,1985-02-01,1,0.08070263618253515,0.012731283622937534
1997-05-01,1,0.013182329597226393,0.00281023740058496,0.010372092196641433,0.05469701340419353,44,44,1.025373750361221,1987-02-01,-1,-0.05469701340419353,0.010372092196641433
1997-06-01,1,0.015261980204616865,0.00392533474401,0.011336645460606865,0.05221720128791607,45,45,0.8198475160787101,1987-02-01,-1,-0.05221720128791607,0.011336645460606865
1997-07-01,1,0.013679789374358877,0.004141250545950463,0.009538538828408414,0.00124340269051193,45,45,0.8677097643990708,1987-01-01,-1,-0.00124340269051193,0.009538538828408414
1997-08-01,1,0.014174937938474278,0.0033383158102798694,0.010836622128194409,0.017049447234537052,45,45,1.1722493920093675,1987-02-01,-1,-0.017049447234537052,0.010836622128194409
1997-09-01,1,0.011292967203049353,0.004149602137425649,0.007143365065623704,0.01940716236539597,45,45,1.230841208514292,1986-08-01,-1,-0.01940716236539597,0.007143365065623704
1997-10-01,1,0.009467141295329709,0.003224444308598182,0.006242696986731527,-0.014348658174635265,45,45,1.8749486908415431,1986-01-01,-1,0.014348658174635265,0.006242696986731527
1997-11-01,1,0.008274473256648318,0.006903417840014058,0.0013710554166342604,0.02554982459992461,45,45,1.7544179302852883,1985-12-01,-1,-0.02554982459992461,0.0013710554166342604
1997-12-01,1,0.01310586333494849,0.005150050589101427,0.007955812745847063,-0.0010410886870295677,46,46,2.1516489562015373,1986-01-01,-1,0.0010410886870295677,0.007955812745847063
