Date,adj_close
1999-03-10,43.02705383300781
1999-03-11,43.23770523071289
1999-03-12,42.18442153930664
1999-03-15,43.39570617675781
1999-03-16,43.76435852050781
1999-03-17,43.44837951660156
1999-03-18,44.2910270690918
1999-03-19,43.158714294433594
1999-03-22,42.6320686340332
1999-03-23,41.13111877441406
1999-03-24,42.52672576904297
1999-03-25,44.08035659790039
1999-03-26,43.60636520385742
1999-03-29,45.18630599975586
1999-03-30,44.870323181152344
1999-03-31,44.21200180053711
1999-04-01,45.13364028930664
1999-04-05,46.76624298095703
1999-04-06,46.85841369628906
1999-04-07,46.371273040771484
1999-04-08,46.73991775512695
1999-04-09,47.0295524597168
1999-04-12,46.71358108520508
1999-04-13,46.08161926269531
1999-04-14,44.50166702270508
1999-04-15,45.10731506347656
1999-04-16,43.790679931640625
1999-04-19,41.73675537109375
1999-04-20,42.684730529785156
1999-04-21,44.79132080078125
1999-04-22,46.00263214111328
1999-04-23,46.60826873779297
1999-04-26,47.68128967285156
1999-04-27,46.95058059692383
1999-04-28,45.34431076049805
1999-04-29,44.975650787353516
1999-04-30,45.26530838012695
1999-05-03,45.02831268310547
1999-05-04,44.31732940673828
1999-05-05,45.66030502319336
1999-05-06,44.00135803222656
1999-05-07,44.63331985473633
1999-05-10,45.08097457885742
1999-05-11,45.79195022583008
1999-05-12,46.73991775512695
1999-05-13,45.87094497680664
1999-05-14,45.001991271972656
1999-05-17,45.81170654296875
1999-05-18,45.60762405395508
1999-05-19,46.23958969116211
1999-05-20,44.96905517578125
1999-05-21,44.55430221557617
1999-05-24,43.42204284667969
1999-05-25,42.0001106262207
1999-05-26,43.17189407348633
1999-05-27,43.13236618041992
1999-05-28,43.843353271484375
1999-06-01,42.869049072265625
1999-06-02,43.59319305419922
1999-06-03,42.974388122558594
1999-06-04,44.2910270690918
1999-06-07,45.212642669677734
1999-06-08,44.08035659790039
1999-06-09,44.817649841308594
1999-06-10,44.304168701171875
1999-06-11,43.63270950317383
1999-06-14,42.809818267822266
1999-06-15,43.44837951660156
1999-06-16,45.6800422668457
1999-06-17,46.186927795410156
1999-06-18,46.397605895996094
1999-06-21,47.78662872314453
1999-06-22,46.34492874145508
1999-06-23,47.07566833496094
1999-06-24,46.14086151123047
1999-06-25,46.08161926269531
1999-06-28,47.17440414428711
